-8.451	0.000	0.000	-8.451
-8.975	0.000	0.000	-8.975
-9.150	0.000	0.000	-9.150
-7.553	0.000	0.000	-7.553
-9.989	0.000	0.000	-9.989
-9.698	0.000	0.000	-9.698
-9.341	0.000	0.000	-9.341
-9.709	0.000	0.000	-9.709
-9.405	0.000	0.000	-9.405
-9.982	0.000	0.000	-9.982
-9.867	0.000	0.000	-9.867
-9.977	0.000	0.000	-9.977
-9.172	0.000	0.000	-9.172
-7.979	0.000	0.000	-7.979
-9.625	0.000	0.000	-9.625
-9.170	0.000	0.000	-9.170
-8.264	0.000	0.000	-8.264
-7.436	0.000	0.000	-7.436
-7.877	0.000	0.000	-7.877
-8.933	0.000	0.000	-8.933
-8.005	0.000	0.000	-8.005
-8.132	0.000	0.000	-8.132
-7.293	0.000	0.000	-7.293
-7.950	0.000	0.000	-7.950
-8.220	0.000	0.000	-8.220
-9.060	0.000	0.000	-9.060
-10.241	0.000	0.000	-10.241
-8.590	0.000	0.000	-8.590
-8.409	0.000	0.000	-8.409
-9.542	0.000	0.000	-9.542
-9.329	0.000	0.000	-9.329
-9.724	0.000	0.000	-9.724
-8.813	0.000	0.000	-8.813
-8.392	0.000	0.000	-8.392
-9.069	0.000	0.000	-9.069
-8.810	0.000	0.000	-8.810
-9.175	0.000	0.000	-9.175
-8.711	0.000	0.000	-8.711
-8.224	0.000	0.000	-8.224
-10.298	0.000	0.000	-10.298
-9.550	0.000	0.000	-9.550
-9.033	0.000	0.000	-9.033
-8.915	0.000	0.000	-8.915
-9.514	0.000	0.000	-9.514
-10.601	0.000	0.000	-10.601
-8.369	0.000	0.000	-8.369
-6.053	0.000	0.000	-6.053
-8.885	0.000	0.000	-8.885
-9.535	0.000	0.000	-9.535
-10.002	0.000	0.000	-10.002
-8.889	0.000	0.000	-8.889
