-3.680	0.000	0.000	-3.680
-3.469	0.000	0.000	-3.469
-3.084	0.000	0.000	-3.084
-3.588	0.000	0.000	-3.588
-3.474	0.000	0.000	-3.474
-3.972	0.000	0.000	-3.972
-3.785	0.000	0.000	-3.785
-3.773	0.000	0.000	-3.773
-3.473	0.000	0.000	-3.473
-3.395	0.000	0.000	-3.395
-3.495	0.000	0.000	-3.495
-3.557	0.000	0.000	-3.557
-3.791	0.000	0.000	-3.791
-3.064	0.000	0.000	-3.064
-3.873	0.000	0.000	-3.873
-3.675	0.000	0.000	-3.675
-3.339	0.000	0.000	-3.339
-2.999	0.000	0.000	-2.999
-3.377	0.000	0.000	-3.377
-3.618	0.000	0.000	-3.618
-3.746	0.000	0.000	-3.746
-3.153	0.000	0.000	-3.153
-3.666	0.000	0.000	-3.666
-2.950	0.000	0.000	-2.950
-3.317	0.000	0.000	-3.317
-3.266	0.000	0.000	-3.266
-3.471	0.000	0.000	-3.471
-2.950	0.000	0.000	-2.950
-3.604	0.000	0.000	-3.604
-3.576	0.000	0.000	-3.576
-3.407	0.000	0.000	-3.407
-3.272	0.000	0.000	-3.272
-2.993	0.000	0.000	-2.993
-3.536	0.000	0.000	-3.536
-3.856	0.000	0.000	-3.856
-3.661	0.000	0.000	-3.661
-3.693	0.000	0.000	-3.693
-3.369	0.000	0.000	-3.369
-3.212	0.000	0.000	-3.212
-3.710	0.000	0.000	-3.710
-3.170	0.000	0.000	-3.170
-3.605	0.000	0.000	-3.605
-3.409	0.000	0.000	-3.409
-3.676	0.000	0.000	-3.676
-3.597	0.000	0.000	-3.597
-3.369	0.000	0.000	-3.369
-2.872	0.000	0.000	-2.872
-3.128	0.000	0.000	-3.128
-3.786	0.000	0.000	-3.786
-3.638	0.000	0.000	-3.638
-3.413	0.000	0.000	-3.413
