-4.918	0.000	0.000	-4.918
-4.828	0.000	0.000	-4.828
-4.720	0.000	0.000	-4.720
-4.632	0.000	0.000	-4.632
-5.004	0.000	0.000	-5.004
-4.882	0.000	0.000	-4.882
-4.347	0.000	0.000	-4.347
-4.979	0.000	0.000	-4.979
-4.826	0.000	0.000	-4.826
-4.839	0.000	0.000	-4.839
-4.570	0.000	0.000	-4.570
-4.649	0.000	0.000	-4.649
-4.829	0.000	0.000	-4.829
-4.814	0.000	0.000	-4.814
-4.739	0.000	0.000	-4.739
-4.890	0.000	0.000	-4.890
-4.799	0.000	0.000	-4.799
-4.777	0.000	0.000	-4.777
-4.660	0.000	0.000	-4.660
-4.527	0.000	0.000	-4.527
-4.582	0.000	0.000	-4.582
-4.752	0.000	0.000	-4.752
-4.195	0.000	0.000	-4.195
-4.400	0.000	0.000	-4.400
-4.518	0.000	0.000	-4.518
-4.807	0.000	0.000	-4.807
-4.764	0.000	0.000	-4.764
-4.696	0.000	0.000	-4.696
-4.883	0.000	0.000	-4.883
-4.987	0.000	0.000	-4.987
-4.876	0.000	0.000	-4.876
-4.651	0.000	0.000	-4.651
-4.723	0.000	0.000	-4.723
-4.868	0.000	0.000	-4.868
-4.648	0.000	0.000	-4.648
-4.444	0.000	0.000	-4.444
-4.827	0.000	0.000	-4.827
-4.665	0.000	0.000	-4.665
-4.747	0.000	0.000	-4.747
-4.663	0.000	0.000	-4.663
-4.630	0.000	0.000	-4.630
-4.735	0.000	0.000	-4.735
-4.772	0.000	0.000	-4.772
-4.672	0.000	0.000	-4.672
-4.803	0.000	0.000	-4.803
-4.592	0.000	0.000	-4.592
-4.609	0.000	0.000	-4.609
-4.809	0.000	0.000	-4.809
-4.920	0.000	0.000	-4.920
-4.863	0.000	0.000	-4.863
-4.733	0.000	0.000	-4.733
