-7.727	0.000	0.000	-7.727
-9.037	0.000	0.000	-9.037
-8.025	0.000	0.000	-8.025
-8.429	0.000	0.000	-8.429
-7.277	0.000	0.000	-7.277
-8.424	0.000	0.000	-8.424
-9.722	0.000	0.000	-9.722
-9.545	0.000	0.000	-9.545
-8.850	0.000	0.000	-8.850
-10.469	0.000	0.000	-10.469
-9.794	0.000	0.000	-9.794
-8.891	0.000	0.000	-8.891
-8.913	0.000	0.000	-8.913
-7.703	0.000	0.000	-7.703
-8.545	0.000	0.000	-8.545
-9.012	0.000	0.000	-9.012
-9.454	0.000	0.000	-9.454
-9.055	0.000	0.000	-9.055
-7.802	0.000	0.000	-7.802
-8.947	0.000	0.000	-8.947
-9.456	0.000	0.000	-9.456
-9.279	0.000	0.000	-9.279
-9.755	0.000	0.000	-9.755
-8.963	0.000	0.000	-8.963
-8.911	0.000	0.000	-8.911
-8.256	0.000	0.000	-8.256
-8.916	0.000	0.000	-8.916
-8.937	0.000	0.000	-8.937
-7.801	0.000	0.000	-7.801
-9.894	0.000	0.000	-9.894
-8.125	0.000	0.000	-8.125
-9.232	0.000	0.000	-9.232
-8.907	0.000	0.000	-8.907
-9.587	0.000	0.000	-9.587
-8.382	0.000	0.000	-8.382
-9.011	0.000	0.000	-9.011
-9.219	0.000	0.000	-9.219
-9.004	0.000	0.000	-9.004
-9.566	0.000	0.000	-9.566
-9.499	0.000	0.000	-9.499
-7.435	0.000	0.000	-7.435
-8.865	0.000	0.000	-8.865
-10.069	0.000	0.000	-10.069
-8.725	0.000	0.000	-8.725
-8.574	0.000	0.000	-8.574
-8.575	0.000	0.000	-8.575
-8.096	0.000	0.000	-8.096
-8.737	0.000	0.000	-8.737
-9.491	0.000	0.000	-9.491
-8.685	0.000	0.000	-8.685
-8.486	0.000	0.000	-8.486
