-9.835	0.000	0.000	-9.835
-11.170	0.000	0.000	-11.170
-8.145	0.000	0.000	-8.145
-12.169	0.000	0.000	-12.169
-13.645	0.000	0.000	-13.645
-10.954	0.000	0.000	-10.954
-10.370	0.000	0.000	-10.370
-7.852	0.000	0.000	-7.852
-8.496	0.000	0.000	-8.496
-6.593	0.000	0.000	-6.593
-11.187	0.000	0.000	-11.187
-10.422	0.000	0.000	-10.422
-9.205	0.000	0.000	-9.205
-7.204	0.000	0.000	-7.204
-11.031	0.000	0.000	-11.031
-6.306	0.000	0.000	-6.306
-10.782	0.000	0.000	-10.782
-9.953	0.000	0.000	-9.953
-9.882	0.000	0.000	-9.882
-10.706	0.000	0.000	-10.706
-9.249	0.000	0.000	-9.249
-14.032	0.000	0.000	-14.032
-7.042	0.000	0.000	-7.042
-9.920	0.000	0.000	-9.920
-8.566	0.000	0.000	-8.566
-7.688	0.000	0.000	-7.688
-9.927	0.000	0.000	-9.927
-7.686	0.000	0.000	-7.686
-9.017	0.000	0.000	-9.017
-8.531	0.000	0.000	-8.531
-11.573	0.000	0.000	-11.573
-10.885	0.000	0.000	-10.885
-10.055	0.000	0.000	-10.055
-9.561	0.000	0.000	-9.561
-8.930	0.000	0.000	-8.930
-10.447	0.000	0.000	-10.447
-10.413	0.000	0.000	-10.413
-8.545	0.000	0.000	-8.545
-9.464	0.000	0.000	-9.464
-9.665	0.000	0.000	-9.665
-9.296	0.000	0.000	-9.296
-10.383	0.000	0.000	-10.383
-9.233	0.000	0.000	-9.233
-9.314	0.000	0.000	-9.314
-9.162	0.000	0.000	-9.162
-7.794	0.000	0.000	-7.794
-9.497	0.000	0.000	-9.497
-8.871	0.000	0.000	-8.871
-9.256	0.000	0.000	-9.256
-10.212	0.000	0.000	-10.212
-10.227	0.000	0.000	-10.227
