-134.487	0.000	0.000	-134.487
-133.120	0.000	0.000	-133.120
-134.057	0.000	0.000	-134.057
-128.680	0.000	0.000	-128.680
-134.140	0.000	0.000	-134.140
-127.231	0.000	0.000	-127.231
-135.773	0.000	0.000	-135.773
-137.556	0.000	0.000	-137.556
-144.705	0.000	0.000	-144.705
-141.549	0.000	0.000	-141.549
-138.949	0.000	0.000	-138.949
-138.550	0.000	0.000	-138.550
-128.115	0.000	0.000	-128.115
-132.552	0.000	0.000	-132.552
-133.130	0.000	0.000	-133.130
-137.496	0.000	0.000	-137.496
-144.749	0.000	0.000	-144.749
-133.969	0.000	0.000	-133.969
-141.317	0.000	0.000	-141.317
-135.160	0.000	0.000	-135.160
-140.074	0.000	0.000	-140.074
-134.193	0.000	0.000	-134.193
-148.484	0.000	0.000	-148.484
-130.309	0.000	0.000	-130.309
-128.046	0.000	0.000	-128.046
-129.467	0.000	0.000	-129.467
-142.960	0.000	0.000	-142.960
-140.957	0.000	0.000	-140.957
-133.739	0.000	0.000	-133.739
-134.539	0.000	0.000	-134.539
-138.924	0.000	0.000	-138.924
-139.256	0.000	0.000	-139.256
-135.800	0.000	0.000	-135.800
-143.121	0.000	0.000	-143.121
-143.720	0.000	0.000	-143.720
-143.375	0.000	0.000	-143.375
-153.388	0.000	0.000	-153.388
-142.016	0.000	0.000	-142.016
-149.539	0.000	0.000	-149.539
-138.989	0.000	0.000	-138.989
-126.816	0.000	0.000	-126.816
-156.075	0.000	0.000	-156.075
-156.495	0.000	0.000	-156.495
-148.136	0.000	0.000	-148.136
-143.774	0.000	0.000	-143.774
-143.987	0.000	0.000	-143.987
-138.504	0.000	0.000	-138.504
-136.557	0.000	0.000	-136.557
-140.635	0.000	0.000	-140.635
-134.160	0.000	0.000	-134.160
-127.825	0.000	0.000	-127.825
